state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Mizoram,Mizoram_City_3,Domestic Violence,2020,Afternoon,Winter,10.1140551,86.17815423,9520,0.225074135,0.295559107,0.252698162,221,4,884,3,0.39726027397260266,0.34110535405872194,0.47360217216411904,0.03138805265869876,0.11806336288233787,0.6218706190903739,0.20000000000000007,0.9686119473413013,0.8819366371176621,0.44775964631074733,0.49455528398874127,Medium Risk
Kerala,Kerala_City_5,Assault,2020,Night,Summer,21.19374951,89.85079256,6443,0.616705743,0.735412637,0.327855974,367,3,1101,7,0.730593607305936,0.4348013816925734,0.31888576025744164,0.5218184687439509,0.6701921864611227,0.815075751019992,1.0,0.4781815312560491,0.32980781353887734,0.6358981531681167,0.7336945691720138,High Risk
Telangana,Telangana_City_1,Dowry Death,2022,Night,Winter,8.018197982,95.9297298,14691,0.272576706,0.410156382,0.351158764,354,5,1770,7,0.7009132420091323,0.7236614853195164,0.7336082059533386,0.09087432798673412,0.2619122905721633,0.874979285948313,1.0,0.9091256720132659,0.7380877094278366,0.7931120643917982,0.9335261877964761,High Risk
Odisha,Odisha_City_2,Rape,2019,Afternoon,Winter,28.87990728,70.93380297,14942,0.922294419,0.757403852,0.047689828,259,5,1295,3,0.4840182648401826,0.518566493955095,0.7462288817377313,0.9044994844234138,0.6977967930832818,0.09486402904832722,0.20000000000000007,0.09550051557658623,0.3022032069167182,0.38938386835450683,0.4203549406052571,Medium Risk
Chhattisgarh,Chhattisgarh_City_5,Human Trafficking,2020,Afternoon,Monsoon,17.28164508,90.13135167,13365,0.301441439,0.893276551,0.241494349,188,5,940,3,0.32191780821917804,0.3652849740932642,0.6669348350764279,0.12702090738994637,0.8683518263811716,0.5930694324781323,0.20000000000000007,0.8729790926100536,0.1316481736188284,0.4076859572689173,0.4436183784493285,Medium Risk
Mizoram,Mizoram_City_1,Human Trafficking,2020,Morning,Winter,20.39871381,72.66494851,12026,0.88254065,0.665056816,0.040782643,333,5,1665,2,0.6529680365296803,0.6783246977547496,0.599607803700724,0.8547168390154185,0.5818776134698598,0.07710800936553924,0.0,0.1452831609845815,0.4181223865301402,0.43252044272174683,0.4751850215480027,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2022,Morning,Monsoon,35.1487282,82.89201814,2333,0.628551176,0.515352396,0.34079922,198,2,396,2,0.3447488584474886,0.1303972366148532,0.11222847948511665,0.5366522066655846,0.39396022810945536,0.8483484273324358,0.0,0.46334779333441545,0.6060397718905446,0.3107310140752104,0.3203807903679831,Low Risk
Telangana,Telangana_City_3,Assault,2020,Night,Monsoon,22.21906219,92.55676505,8010,0.643350121,0.67032186,0.374470696,191,3,573,7,0.3287671232876712,0.20682210708117443,0.39767699115044247,0.5551845534060262,0.5884865920309972,0.9349063218443857,1.0,0.44481544659397376,0.4115134079690028,0.5067173977120623,0.5694953627723593,Medium Risk
Meghalaya,Meghalaya_City_4,Stalking,2020,Night,Monsoon,34.3420691,85.5326492,695,0.645952774,0.982664646,0.3115354,157,3,471,7,0.25114155251141546,0.16278065630397237,0.02986725663716814,0.5584437903206205,0.98055677727539,0.7731211149159355,1.0,0.4415562096793795,0.019443222724609965,0.3954854167251535,0.42811050293133524,Medium Risk
Chhattisgarh,Chhattisgarh_City_5,Stalking,2023,Evening,Winter,12.89691939,81.35951096,19938,0.368367738,0.751666452,0.352150797,117,3,351,5,0.15981735159817348,0.11096718480138168,0.9974356395816572,0.21083102893053457,0.6905948867750593,0.8775294648524505,0.6,0.7891689710694654,0.3094051132249407,0.4439978220006423,0.4897737005078775,Medium Risk
Telangana,Telangana_City_3,Dowry Death,2023,Morning,Winter,23.99965879,78.34020871,12053,0.463008102,0.422489734,0.081929724,252,5,1260,2,0.46803652968036524,0.503454231433506,0.6009654062751407,0.32934677726865064,0.2773938058178022,0.1828831377463878,0.0,0.6706532227313493,0.7226061941821977,0.40006467241361743,0.4339311079223215,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_4,Stalking,2019,Morning,Winter,21.27517377,90.02608431,9381,0.261297922,0.731226426,0.102648406,216,3,648,2,0.38584474885844744,0.2392055267702936,0.4666130329847144,0.07675019036080566,0.6649374195966107,0.23614381129044743,0.0,0.9232498096391943,0.3350625804033893,0.30126106340135295,0.30834371580682496,Low Risk
Mizoram,Mizoram_City_5,Rape,2020,Morning,Winter,17.82325572,84.34837594,1321,0.933661424,0.666740972,0.190418018,172,5,860,2,0.28538812785388123,0.33074265975820377,0.061343523732904255,0.9187340989895423,0.583991660550494,0.4617695847745317,0.0,0.08126590101045772,0.416008339449506,0.2542961990154896,0.24864756808264216,Low Risk
Meghalaya,Meghalaya_City_5,Human Trafficking,2019,Morning,Winter,13.74769521,93.35754292,17250,0.77814686,0.455380238,0.363305552,190,5,950,2,0.3264840182648402,0.3696027633851468,0.8622787610619469,0.7239871205234003,0.3186798113670433,0.9062045400584393,0.0,0.2760128794765997,0.6813201886329567,0.4440469059329351,0.4898360901625981,Medium Risk
Meghalaya,Meghalaya_City_2,Human Trafficking,2023,Morning,Monsoon,15.75828388,83.05700226,11783,0.265550751,0.356784148,0.378068889,204,5,1020,2,0.35844748858447484,0.39982728842832466,0.5873893805309734,0.08207590119058472,0.19491646864436935,0.9441560503127082,0.0,0.9179240988094153,0.8050835313556306,0.4760814213614557,0.5305545547062581,Medium Risk
Rajasthan,Rajasthan_City_4,Eve Teasing,2022,Evening,Winter,34.77529461,83.79991559,19039,0.562858248,0.230439343,0.294168439,209,2,418,5,0.36986301369863006,0.13989637305699482,0.952232502011263,0.4543866046182173,0.03632138234384341,0.728476574289586,0.6,0.5456133953817828,0.9636786176561566,0.4973991836853674,0.5576511577834364,Medium Risk
Tamil Nadu,Tamil Nadu_City_5,Rape,2020,Night,Summer,9.508688896,71.29573512,19398,0.506710291,0.869729571,0.347464878,247,5,1235,7,0.45662100456621,0.4926597582037996,0.9702835880933226,0.38407392976934035,0.8387943362634198,0.865483563375083,1.0,0.6159260702306597,0.16120566373658018,0.6530276707064591,0.7554675737954587,High Risk
Kerala,Kerala_City_5,Human Trafficking,2019,Night,Winter,16.7019454,72.38666425,17422,0.500776978,0.805048078,0.220468098,272,5,1360,7,0.5136986301369862,0.5466321243523315,0.8709271922767498,0.37664379107799634,0.7576024980680793,0.5390181038093271,1.0,0.6233562089220037,0.24239750193192067,0.6263158089640997,0.7215146333279074,High Risk
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2019,Evening,Monsoon,10.96763321,79.9044627,15253,0.28960937,0.879571544,0.217810382,329,4,1316,5,0.6438356164383561,0.5276338514680483,0.7618664521319388,0.11220390486950782,0.8511485328392303,0.5321860213318402,0.6,0.8877960951304922,0.1488514671607697,0.5907142935041342,0.676262222746209,High Risk
Delhi,Delhi_City_5,Rape,2021,Afternoon,Winter,29.47097061,71.42217477,3445,0.334494478,0.609808451,0.200076175,307,5,1535,3,0.593607305936073,0.6221934369602763,0.16814159292035397,0.16841239709230987,0.5125267666729698,0.48659741634288506,0.20000000000000007,0.8315876029076901,0.4874732333270302,0.48970699927929157,0.547873768183117,Medium Risk
Tamil Nadu,Tamil Nadu_City_1,Human Trafficking,2023,Morning,Monsoon,27.50668596,73.02848592,9226,0.250325981,0.349877433,0.022663601,185,5,925,2,0.31506849315068486,0.3588082901554404,0.4588193885760257,0.06301030450896483,0.18624677255771077,0.03053012468672113,0.0,0.9369896954910352,0.8137532274422892,0.3064677995338083,0.31496189928054225,Low Risk
Andhra Pradesh,Andhra Pradesh_City_4,Domestic Violence,2021,Night,Summer,28.97657882,71.9456308,17593,0.594783998,0.938539191,0.016182218,266,4,1064,7,0.4999999999999999,0.41882556131260795,0.8795253419147224,0.494366418648789,0.9251680310283641,0.01386869689527101,1.0,0.505633581351211,0.07483196897163591,0.4987625065700572,0.559384051626194,Medium Risk
Bihar,Bihar_City_2,Rape,2023,Evening,Summer,33.77364899,69.78856293,12488,0.719634367,0.442098546,0.189392851,332,5,1660,5,0.6506849315068493,0.6761658031088082,0.6228378921962993,0.650713396692163,0.30200788655812844,0.4591342296435855,0.6,0.349286603307837,0.6979921134418716,0.6052305431575675,0.6947135521611687,High Risk
West Bengal,West Bengal_City_5,Rape,2023,Evening,Monsoon,9.580769045,92.25675238,1641,0.6216061,0.649275606,0.076617345,332,5,1660,5,0.6506849315068493,0.6761658031088082,0.07743362831858407,0.5279550626076317,0.5620681534617755,0.16922682101440084,0.6,0.4720449373923683,0.4379318465382245,0.5003389088344625,0.5613877866242449,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2022,Night,Winter,17.24570236,85.21139606,18356,0.599286926,0.288113826,0.16191125,329,4,1316,7,0.6438356164383561,0.5276338514680483,0.9178901850362027,0.5000053221681442,0.1087176285426738,0.38848839515811484,1.0,0.4999946778318558,0.8912823714573261,0.6624934972183978,0.7674994062126789,High Risk
Kerala,Kerala_City_5,Eve Teasing,2022,Evening,Summer,8.455181262,78.44288929,5563,0.308501293,0.316502917,0.281998331,422,2,844,5,0.8561643835616438,0.3238341968911917,0.2746379726468222,0.13586178505148883,0.14435320799636386,0.6971913724034839,0.6,0.8641382149485112,0.8556467920036361,0.6030313985860211,0.6919182612362068,High Risk
Odisha,Odisha_City_3,Rape,2020,Morning,Monsoon,13.77132754,96.99562809,9266,0.753541891,0.324681229,0.104942621,162,5,810,2,0.2625570776255708,0.309153713298791,0.4608306516492357,0.6931749364761037,0.1546190839651671,0.2420414565245837,0.0,0.30682506352389627,0.8453809160348329,0.28292728035263803,0.2850399921501962,Low Risk
Haryana,Haryana_City_4,Stalking,2019,Afternoon,Monsoon,14.0698762,70.10314719,10719,0.201014462,0.915205758,0.213467603,350,3,1050,3,0.6917808219178082,0.41278065630397237,0.5338897827835881,0.0012587290820759156,0.8958785970835135,0.521022215902856,0.20000000000000007,0.9987412709179241,0.10412140291648653,0.49282581391095287,0.5518380342660834,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_3,Eve Teasing,2023,Morning,Winter,30.25109615,94.87330106,10718,0.469769992,0.521808331,0.029977476,216,2,432,2,0.38584474885844744,0.1459412780656304,0.5338395012067578,0.3378145221045647,0.40206407985449205,0.04933160581940413,0.0,0.6621854778954352,0.5979359201455079,0.256736267626653,0.2517490929816047,Low Risk
Madhya Pradesh,Madhya Pradesh_City_1,Assault,2020,Night,Monsoon,33.77382203,88.08290637,7742,0.9453274,0.283868598,0.114497673,305,3,915,7,0.5890410958904109,0.3544905008635578,0.3842015285599356,0.9333431074220806,0.10338878022931886,0.2666042402609484,1.0,0.0666568925779194,0.8966112197706811,0.5124570937010581,0.5767909814041067,Medium Risk
Maharashtra,Maharashtra_City_1,Assault,2021,Afternoon,Summer,12.39090287,91.15515165,3083,0.352305429,0.493377527,0.05126396,176,3,528,3,0.29452054794520544,0.18739205526770292,0.14993966210780368,0.190716603217072,0.36637613990339285,0.10405190488209777,0.20000000000000007,0.809283396782928,0.6336238600966071,0.2532252655902989,0.24728632493227992,Low Risk
Assam,Assam_City_5,Harassment,2022,Night,Monsoon,11.51978581,96.59209089,18485,0.483944961,0.602543334,0.202379523,361,2,722,7,0.7168949771689497,0.2711571675302245,0.9243765084473049,0.3555654793885476,0.5034071842920527,0.4925185394088389,1.0,0.6444345206114523,0.49659281570794733,0.6203798347468198,0.7139695291655639,High Risk
Rajasthan,Rajasthan_City_5,Kidnapping,2023,Morning,Winter,13.06045611,78.98239731,9910,0.715370413,0.720579507,0.348060379,332,4,1328,2,0.6506849315068493,0.5328151986183074,0.4932119871279163,0.6453737543045945,0.6515728096497297,0.867014393586974,0.0,0.35462624569540546,0.34842719035027025,0.5104010620844106,0.5741775986398221,Medium Risk
Rajasthan,Rajasthan_City_4,Dowry Death,2019,Afternoon,Monsoon,27.309094,74.24987287,9605,0.635300802,0.792407617,0.30520147,299,5,1495,3,0.5753424657534246,0.604922279792746,0.47787610619469023,0.5451045936026466,0.7417354823789621,0.7568387385572014,0.20000000000000007,0.4548954063973534,0.25826451762103786,0.5220376039905116,0.5889685861942191,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_5,Kidnapping,2020,Morning,Monsoon,12.83683272,91.12519606,14295,0.273141015,0.645470956,0.357830521,163,4,652,2,0.2648401826484018,0.2409326424870466,0.7136967015285599,0.09158099795927283,0.5572923433673811,0.8921301004423187,0.0,0.9084190020407272,0.4427076566326189,0.39918872443673326,0.432817707074463,Medium Risk
Mizoram,Mizoram_City_5,Domestic Violence,2023,Afternoon,Monsoon,11.35256271,79.27029742,312,0.738489078,0.992599048,0.354301033,79,4,316,3,0.0730593607305936,0.09585492227979275,0.010609412711182622,0.6743246772221481,0.9930269959166242,0.8830569891244425,0.20000000000000007,0.32567532277785194,0.006973004083375756,0.22238047673544262,0.20808009925530396,Low Risk
Arunachal Pradesh,Arunachal Pradesh_City_3,Domestic Violence,2019,Afternoon,Winter,13.52670535,81.39914094,15151,0.98513714,0.277901383,0.128195647,298,4,1192,3,0.5730593607305935,0.4740932642487047,0.7567377312952533,0.9831958439061228,0.09589839724207377,0.3018170651611528,0.20000000000000007,0.0168041560938772,0.9041016027579263,0.458779777091113,0.508562763060746,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_4,Cyber Crime,2022,Night,Monsoon,35.28551728,87.45508172,11730,0.252500871,0.639529466,0.240437844,365,2,730,7,0.7260273972602739,0.27461139896373055,0.5847244569589702,0.06573386457370728,0.5498342518431296,0.5903535180245649,1.0,0.9342661354262927,0.4501657481568704,0.616406766634741,0.7089194376974347,High Risk
Gujarat,Gujarat_City_5,Harassment,2019,Morning,Monsoon,26.03616528,85.59699398,17743,0.632963013,0.843087909,0.20846525,344,2,688,2,0.6780821917808219,0.2564766839378238,0.8870675784392598,0.5421770392158987,0.805352227709139,0.5081628704056305,0.0,0.45782296078410134,0.19464777229086105,0.43119444398818,0.47349956972532237,Medium Risk
Jharkhand,Jharkhand_City_5,Human Trafficking,2021,Evening,Summer,19.13446326,80.88878777,1923,0.894178522,0.545692989,0.3869704,163,5,815,5,0.2648401826484018,0.3113126079447323,0.0916130329847144,0.8692906535153628,0.4320454423392301,0.967038802768673,0.6,0.13070934648463717,0.5679545576607699,0.42318851656932627,0.46332338733632705,Medium Risk
Haryana,Haryana_City_5,Domestic Violence,2022,Night,Monsoon,16.78540987,89.5933123,1877,0.961361925,0.455776679,0.348558282,435,4,1740,7,0.8858447488584474,0.7107081174438687,0.08930008045052293,0.9534227399309034,0.31917744634782524,0.8682943325879012,1.0,0.04657726006909657,0.6808225536521748,0.72468236519488,0.8465464959481545,High Risk
Andhra Pradesh,Andhra Pradesh_City_3,Stalking,2022,Morning,Monsoon,18.78008255,68.51370167,9098,0.588213394,0.822327525,0.159121699,330,3,990,2,0.6461187214611871,0.386873920552677,0.4523833467417538,0.48613821646125904,0.7792926291992355,0.38131740980559553,0.0,0.5138617835387409,0.22070737080076452,0.39741256436545597,0.4305600637195153,Medium Risk
Assam,Assam_City_5,Kidnapping,2021,Morning,Monsoon,18.65287494,83.25245073,18402,0.48941465,0.619403776,0.271583657,339,4,1356,2,0.6666666666666666,0.5449050086355786,0.9202031375703942,0.3624150334013762,0.5245713568439434,0.6704187933377979,0.0,0.6375849665986237,0.4754286431560566,0.5511267320710044,0.6259432247834763,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_5,Human Trafficking,2021,Night,Summer,17.92340577,73.63944206,504,0.451651321,0.267496717,0.277152374,298,5,1490,7,0.5730593607305935,0.6027633851468048,0.020263475462590504,0.3151249659606648,0.08283787684950089,0.6847340677455163,1.0,0.6848750340393353,0.9171621231504992,0.6287940020369278,0.7246646175064868,High Risk
Odisha,Odisha_City_4,Domestic Violence,2021,Night,Monsoon,23.82674071,78.42329098,11885,0.734936708,0.452333113,0.276213719,387,4,1548,7,0.776255707762557,0.6278065630397236,0.5925181013676588,0.6698761335867509,0.3148548891445309,0.6823211054960113,1.0,0.3301238664132491,0.6851451108554691,0.7133789925251738,0.8321789934865614,High Risk
Manipur,Manipur_City_5,Harassment,2022,Morning,Summer,28.79826196,83.60474526,3722,0.537208946,0.275517981,0.059025304,178,2,356,2,0.2990867579908676,0.11312607944732297,0.18206958970233306,0.42226662861220426,0.09290661735940398,0.12400367638219346,0.0,0.5777333713877957,0.907093382640596,0.21410205748852956,0.19755755767557798,Low Risk
Assam,Assam_City_4,Domestic Violence,2020,Evening,Summer,30.11089114,94.10905495,879,0.397970385,0.716190116,0.263878981,336,4,1344,5,0.6598173515981735,0.5397236614853195,0.03911906677393403,0.24790167948291503,0.6460629998522338,0.650612695961587,0.6,0.752098320517085,0.3539370001477662,0.5466908303757472,0.6203048343323855,Medium Risk
Kerala,Kerala_City_5,Eve Teasing,2019,Evening,Winter,31.36715363,91.93221133,3818,0.418933108,0.984004371,0.242540844,171,2,342,5,0.2831050228310502,0.1070811744386874,0.186896621078037,0.27415277043972536,0.9822384752446414,0.5957596146316346,0.6,0.7258472295602747,0.017761524755358638,0.33278059133576493,0.3484075895212252,Medium Risk
Jharkhand,Jharkhand_City_1,Rape,2021,Morning,Monsoon,36.98075212,73.084693,4762,0.820697832,0.557426941,0.184525097,315,5,1575,2,0.6118721461187214,0.6394645941278065,0.23436242960579243,0.7772726329195088,0.44677455708269925,0.4466208923238279,0.0,0.22272736708049123,0.5532254429173007,0.442061202370675,0.4873121000534134,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_2,Dowry Death,2021,Evening,Winter,35.40549573,87.53468513,15751,0.878785768,0.924815257,0.2212228,130,5,650,5,0.18949771689497716,0.2400690846286701,0.786906677393403,0.8500146946940872,0.9079409792543498,0.5409581855599447,0.6,0.1499853053059128,0.0920590207456502,0.369328312256822,0.39486270390546574,Medium Risk
Delhi,Delhi_City_5,Kidnapping,2020,Afternoon,Summer,15.45051426,91.22327795,18162,0.33141636,0.602975548,0.333779125,256,4,1024,3,0.47716894977168944,0.4015544041450777,0.9081355591311343,0.16455774731261313,0.5039497235490509,0.8303021545027603,0.20000000000000007,0.8354422526873868,0.4960502764509491,0.5316143440246361,0.6011413986843427,Medium Risk
Telangana,Telangana_City_2,Domestic Violence,2020,Evening,Winter,25.84809119,73.58804175,8003,0.929766057,0.36747872,0.025372858,161,4,644,5,0.26027397260273966,0.23747841105354056,0.3973250201126307,0.9138560288348607,0.20834089530985178,0.037494701517619855,0.6,0.08614397116513928,0.7916591046901482,0.3036849569457405,0.31142468088541264,Low Risk
